1323;South West Madagaskar Coast;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;11550;5819;11550;5819;11550;5819;11550;5819;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11529;5826;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1324;South East Madagaskar Coast;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;11765;5926;11765;5926;11765;5926;11765;5926;6;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11698;5943;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1325;Mozambique Channel;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;11391;6042;11391;6042;11391;6042;11391;6042;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11463;6089;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1326;Agulhas plateau;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;10758;6555;10856;6644;10758;6555;10758;6555;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11049;6555;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1327;Soth west Indian Ocean;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;11721;6414;11721;6414;11721;6414;11721;6414;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11800;6412;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1328;Madagaskar Basin;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;12270;5963;12270;5963;12270;5963;12270;5963;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12101;5897;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1329;R�union;;;;Tropical;mountain;;;35;;3;2153;1;0;0;0;0;0;12375;5740;12375;5740;12342;5753;12372;5759;7;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12375;5731;12375;5738;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1330;West Indian Ocean;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;12438;5504;12438;5504;12438;5504;12438;5504;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12396;5499;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1331;Mauritius;;;;Tropical;hills;;;35;;3;2153;1;0;0;0;0;0;12479;5686;12479;5686;12499;5648;12473;5701;7;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12475;5684;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1332;Seychelle Islands;;;;Tropical;clear;;;0;;3;1336;1;0;0;0;0;0;12415;4875;12415;4875;12389;4839;12415;4875;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12412;4871;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1333;West Indian Ocean;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12201;5021;11707;4871;12201;5021;12201;5021;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12274;5123;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1334;North West Indian Ocean;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12238;4597;12238;4597;12238;4597;12238;4597;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12114;4673;12185;4705;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1335;West Seychelle Islands;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12336;4889;12336;4889;12336;4889;12336;4889;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12337;4901;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1336;North Seychelle Islands;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12412;4794;12412;4794;12412;4794;12412;4794;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12404;4784;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1337;East Seychelle Islands;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12485;4891;12485;4891;12485;4891;12485;4891;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12489;4915;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1338;Obbia Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12050;4350;12050;4350;12050;4350;12050;4350;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12094;4301;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1339;Baia del Negro;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12232;4077;12191;4043;12232;4077;12232;4077;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12208;4008;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1340;Qadub;;;;Tropical;mountain;;;33;;3;1339;0;0;0;0;0;0;12378;3940;12378;3940;12366;3961;12379;3917;10;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12405;3924;12322;3931;12410;3963;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1341;South East Quabab Island;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12448;4011;12457;4030;12448;4011;12448;4011;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12410;4036;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1342;North Qubab Island;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12484;3861;12484;3861;12484;3861;12484;3861;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12471;3874;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1343;North Quadab Island;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12252;3808;12252;3808;12252;3808;12252;3808;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12271;3838;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1344;Muscat Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12489;3626;12489;3626;12489;3626;12489;3626;5;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12528;3622;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1345;North West Arabian Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12478;4007;12560;4181;12478;4007;12478;4007;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12673;3974;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1346;Muscat;;;;Tropical;desert;;;35;;2;1343;5;0;0;10;20;0;12535;3378;12507;3387;12589;3405;12554;3440;6;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12505;3369;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1347;Rub al Khali;;;;Tropical;desert;;;0;;0;0;0;0;0;0;0;0;12092;3524;12092;3524;12092;3524;12092;3524;0;11917;3546;2;11966;3565;2;11923;3565;2;11960;3551;5;12094;3395;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1348;Abu Dhabi;;;;Tropical;desert;;;35;;2;1351;0;0;4;0;0;0;12220;3280;12332;3263;12299;3213;12282;3248;2;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12290;3294;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1349;Az Zahran;;;;Tropical;desert;;;10;;1;1351;1;0;2;3;5;0;12006;3177;11995;3129;12069;3161;12082;3191;4;12021;3225;4;12044;3243;4;12068;3225;2;-100;-100;0;12009;3227;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1350;Shiraz;;;;Tropical;hills;;;35;;1;1351;2;1;0;0;0;0;12215;3010;12215;3010;12197;3093;12257;3107;7;12122;2951;6;12154;2946;4;-100;-100;0;-100;-100;0;12177;3003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1351;Persian Gulf;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;12107;3085;12107;3085;12107;3085;12107;3085;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12105;3088;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1352;Eufrat River;;;;;river;;;0;;0;0;0;0;0;0;0;0;11648;2597;11648;2597;11648;2597;11648;2597;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11769;2812;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1353;Tigris River;;;;;river;;;0;;0;0;0;0;0;0;0;0;11726;2627;11726;2627;11726;2627;11726;2627;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11885;2753;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1354;An Nasririyah;;;;Subtropical;clear;;;35;;0;0;4;0;0;0;0;0;11817;2779;11817;2779;11817;2779;11817;2779;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11842;2811;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1355;Basrah;;;;Subtropical;marsh;;;35;;0;1351;4;0;60;0;0;0;11876;2919;11876;2919;11944;2942;11876;2919;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11856;2909;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1356;Abadan;;;;Subtropical;marsh;;;35;;0;0;4;0;40;0;0;0;12018;2873;12018;2873;11999;2934;12018;2873;0;11974;2837;4;11976;2850;3;-100;-100;0;-100;-100;0;11984;2853;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1357;Esfahan;;;;Subtropical;mountain;;;35;;0;0;2;1;0;0;0;0;12145;2797;12145;2797;12145;2797;12145;2797;0;12086;2759;4;-100;-100;0;-100;-100;0;-100;-100;0;12121;2742;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1358;Tabriz;;;;Subtropical;mountain;;;35;;0;0;2;0;0;0;0;0;11830;2402;11830;2402;11830;2402;11830;2402;0;11922;2383;7;11935;2384;3;-100;-100;0;-100;-100;0;11881;2482;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1359;Baku;;;;Subtropical;hills;;;35;;0;0;1;0;150;0;0;0;11981;2307;11981;2307;11981;2307;11981;2307;0;12029;2368;2;12023;2356;7;-100;-100;0;-100;-100;0;12011;2324;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1360;Kirovabad;;;;Subtropical;clear;;;35;;0;0;1;0;40;0;0;0;11831;2242;11831;2242;11831;2242;11831;2242;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11866;2288;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1361;Rasht;;;;Subtropical;hills;;;20;;0;0;1;0;0;5;0;0;12075;2486;12075;2486;12075;2486;12075;2486;0;12122;2539;7;-100;-100;0;-100;-100;0;-100;-100;0;12032;2490;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1362;Hamadan;;;;Subtropical;mountain;;;20;;0;0;1;0;0;0;0;0;12021;2632;12021;2632;12021;2632;12021;2632;0;11974;2567;2;-100;-100;0;-100;-100;0;-100;-100;0;12014;2617;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1363;Qahremanshahr;;;;Subtropical;mountain;;;20;;0;0;1;0;0;5;40;0;11928;2698;11928;2698;11928;2698;11928;2698;0;11901;2635;5;11889;2637;4;-100;-100;0;-100;-100;0;11900;2624;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1364;Teheran;;;;Subtropical;mountain;;;50;;0;0;10;2;0;5;20;0;12179;2634;12179;2634;12179;2634;12179;2634;0;12113;2583;2;-100;-100;0;-100;-100;0;-100;-100;0;12129;2615;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1365;Caspian Sea;;;;Subtropical;ocean;;;0;;0;0;2;0;0;0;0;0;12081;2179;12081;2179;12081;2179;12081;2179;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12108;2232;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1366;Novy Uzen;;;;Mediterranean;desert;;;20;;0;0;1;0;10;0;10;0;12280;2008;12280;2008;12280;2008;12280;2008;0;12353;1909;4;12330;1924;7;12287;1935;2;12349;1928;7;12163;2008;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1367;Ural River;;;;;river;;;0;;0;0;0;0;0;0;0;0;12140;1623;12140;1623;12140;1623;12140;1623;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12038;1758;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1368;Zjem River;;;;;river;;;0;;0;0;0;0;0;0;0;0;12294;1766;12294;1766;12294;1766;12294;1766;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12301;1783;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1369;Aktjubinsk;;;;Subarctic;clear;;;20;;0;0;0;0;0;0;0;0;12182;1568;12182;1568;12182;1568;12182;1568;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12091;1533;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1370;Zjamansor;;;;Subarctic;clear;;;20;;0;0;0;0;20;0;0;0;12206;1697;12206;1697;12206;1697;12206;1697;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12259;1696;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1371;Magnitogorsk;;;;Subarctic;clear;;;50;;0;0;1;0;0;0;0;0;12319;1414;12319;1414;12319;1414;12319;1414;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12305;1425;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1372;Chkalov;;;;Subarctic;clear;;;35;;0;0;0;0;0;80;0;0;12120;1382;12120;1382;12120;1382;12120;1382;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12078;1380;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1373;Kujbysjev;;;;Subarctic;clear;;;35;;0;0;0;0;12;0;80;0;11904;1340;11904;1340;11904;1340;11904;1340;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11931;1346;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1374;Ufa;;;;Subarctic;clear;;;35;;0;0;1;0;2;0;0;0;12023;1205;12023;1205;12023;1205;12023;1205;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12069;1259;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1375;Nizjnij Tagil;;;;Subarctic;clear;;;20;;0;0;1;0;0;0;0;0;12206;938;12206;938;12206;938;12206;938;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12209;963;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1376;Pervouralsk;;;;Subarctic;mountain;;;35;;0;0;1;0;0;80;0;0;12136;1085;12120;1079;12093;1162;12093;1162;0;12078;1072;3;12074;1081;4;12067;1102;7;12071;1105;2;12146;1094;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1377;Sverdlovsk;;;;Subarctic;forest;;;35;;0;0;2;1;0;0;0;0;12273;1084;12273;1084;12273;1084;12273;1084;0;12275;1032;3;12282;1040;6;12263;1034;6;12275;1040;6;12298;1097;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1378;Tjeljabinsk;;;;Subarctic;forest;;;35;;0;0;1;0;0;0;0;0;12324;1280;12324;1280;12324;1280;12324;1280;0;12285;1220;7;12302;1212;7;12297;1227;7;12310;1225;7;12324;1215;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1379;Tjumen;;;;Subarctic;clear;;;35;;0;0;2;0;0;0;0;0;12383;1105;12383;1105;12383;1105;12383;1105;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12381;1033;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1380;Vorkuta;;;;Arctic;mountain;;;10;;0;0;1;0;0;0;45;0;11927;257;11911;244;11952;279;11952;279;0;11861;260;7;11852;263;6;11851;275;5;11848;279;4;11888;354;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1381;Tjuval;;;;Arctic;mountain;;;10;;0;0;1;0;0;40;80;0;11975;753;11975;753;11975;753;11975;753;0;11895;608;4;11887;615;5;11882;618;6;11877;636;3;11912;618;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1382;Berjozovo;;;;Arctic;marsh;;;10;;0;0;0;0;8;0;0;0;12124;417;12108;420;12132;316;12132;316;0;12055;312;6;12053;356;4;12063;369;2;12061;384;3;12130;443;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1383;Serov;;;;Arctic;clear;;;35;;0;0;0;0;0;0;0;0;12113;727;12113;727;12113;727;12113;727;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12137;726;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1384;Ob River;;;;;river;;;0;;0;0;0;0;0;0;0;0;12726;473;12726;473;12726;473;12726;473;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12406;556;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1385;Sovetskij;;;;Arctic;clear;;;10;;0;0;1;0;0;0;0;0;12301;716;12301;716;12301;716;12301;716;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12364;624;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1386;Surgut;;;;Arctic;marsh;;;10;;0;0;0;0;0;0;0;0;12629;276;12629;276;12629;276;12629;276;0;12474;259;4;12485;275;7;12477;289;1;12497;303;2;12549;410;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1387;Tobolsk;;;;Arctic;marsh;;;10;;0;0;1;0;0;0;0;0;12712;756;12712;756;12712;756;12712;756;0;12556;624;2;12556;636;4;12556;652;3;12575;660;4;12607;763;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1388;Pudino;;;;Arctic;marsh;;;10;;0;0;0;0;0;0;0;0;13067;872;13067;872;13067;872;13067;872;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12986;877;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1389;Barabinsk;;;;Subarctic;clear;;;35;;0;0;1;0;0;0;0;0;13227;1291;13227;1291;13227;1291;13227;1291;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;13237;1271;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1390;Irtysj River;;;;;river;;;0;;0;0;0;0;0;0;0;0;12634;1125;12634;1125;12634;1125;12634;1125;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12613;1031;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1391;Isjim;;;;Subarctic;clear;;;35;;0;0;0;0;0;0;0;0;12523;1121;12523;1121;12523;1121;12523;1121;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12491;1098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1392;Petropavlovsk;;;;Subarctic;clear;;;35;;0;0;1;0;0;0;0;0;12703;1135;12703;1135;12703;1135;12703;1135;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12693;1045;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1393;Omsk;;;;Subarctic;clear;;;35;;0;0;1;1;0;0;0;0;12981;1197;12981;1197;12981;1197;12981;1197;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12936;1206;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1394;Kurgan;;;;Subarctic;clear;;;35;;0;0;1;0;0;0;0;0;12547;1315;12547;1315;12547;1315;12547;1315;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12585;1321;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1395;Kustanaj;;;;Subarctic;clear;;;35;;0;0;1;0;0;0;0;0;12540;1487;12540;1487;12540;1487;12540;1487;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12593;1457;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1396;Koktjetav;;;;Subarctic;clear;;;35;;0;0;0;0;0;0;0;0;12845;1396;12845;1396;12845;1396;12845;1396;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12818;1402;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1397;Akmolinsk;;;;Subarctic;clear;;;35;;0;0;0;0;0;0;27;0;12892;1581;12892;1581;12892;1581;12892;1581;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12914;1571;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1398;Aralsk;;;;Temperate;clear;;;20;;0;0;1;0;0;0;0;0;12533;1773;12533;1773;12533;1773;12533;1773;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12546;1703;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1399;Dzjezkazgan;;;;Temperate;clear;;;20;;0;0;0;0;0;0;0;0;12838;1810;12838;1810;12838;1810;12838;1810;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12821;1852;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1400;Syrdarja River;;;;;river;;;0;;0;0;0;0;0;0;0;0;12846;2116;12846;2116;12846;2116;12846;2116;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12839;2016;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1401;Amu Darja River;;;;;river;;;0;;0;0;0;0;0;0;0;0;12900;2302;12900;2302;12900;2302;12900;2302;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12713;2349;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1402;Nukus;;;;Mediterranean;clear;;;20;;0;0;0;0;0;0;0;0;12452;2082;12452;2082;12452;2082;12452;2082;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12438;2055;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1403;Lake Aral;;;;Mediterranean;ocean;;;0;;0;0;0;0;0;0;0;0;12548;2025;12548;2025;12548;2025;12548;2025;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12563;2025;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1404;Mynbulak;;;;Mediterranean;desert;;;20;;0;0;0;0;0;0;0;0;12717;2170;12717;2170;12717;2170;12717;2170;0;12748;2105;4;12756;2114;2;12706;2113;2;12734;2124;2;12703;2134;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1405;Asjchabad;;;;Mediterranean;clear;;;20;;0;0;0;0;5;0;0;0;12451;2319;12451;2319;12451;2319;12451;2319;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12481;2296;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1406;Yazd;;;;Mediterranean;mountain;;;20;;0;0;0;0;0;5;0;0;12356;2879;12356;2879;12356;2879;12356;2879;0;12313;2821;3;-100;-100;0;-100;-100;0;-100;-100;0;12376;2825;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1407;Birjand;;;;Mediterranean;clear;;;20;;0;0;1;0;0;0;0;0;12586;2867;12586;2867;12586;2867;12586;2867;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12561;2834;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1408;Herat;;;;Mediterranean;mountain;;;35;;0;0;1;0;0;0;0;0;12716;2753;12716;2753;12716;2753;12716;2753;0;12678;2671;2;12691;2676;7;-100;-100;0;-100;-100;0;12699;2793;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1409;Tjardzjou;;;;Mediterranean;clear;;;20;;0;0;1;0;10;0;0;0;12748;2489;12748;2489;12748;2489;12748;2489;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12731;2497;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1410;Mashhad;;;;Mediterranean;mountain;;;20;;0;0;1;0;0;0;0;0;12481;2587;12481;2587;12481;2587;12481;2587;0;12455;2502;3;12472;2506;3;12456;2514;4;12487;2508;5;12530;2552;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1411;Jandaq;;;;Mediterranean;desert;;;20;;0;0;1;0;0;0;0;0;12343;2697;12343;2697;12343;2697;12343;2697;0;12235;2675;5;12210;2687;4;12243;2696;2;-100;-100;0;12300;2680;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1412;Gorgan;;;;Mediterranean;clear;;;20;;0;0;1;0;0;0;0;0;12283;2529;12283;2529;12283;2529;12283;2529;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12290;2545;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1413;Kerman;;;;Subtropical;mountain;;;35;;1;0;1;0;0;0;0;0;12458;3003;12458;3003;12458;3003;12415;3093;8;12432;2919;2;-100;-100;0;-100;-100;0;-100;-100;0;12486;3034;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
